pclass,survived,sex,age,fare,cabin,miss,master,mr,mrs,rare,alone,embarked port S,embarked port C,embarked port Q
2,0,0,6,0,False,False,False,True,False,False,True,False,False,True
2,0,0,2,0,False,False,False,True,False,False,False,False,True,False
2,1,1,0,0,False,False,False,False,True,False,False,False,True,False
2,1,0,0,0,True,False,True,False,False,False,False,True,False,False
2,1,0,0,0,True,False,True,False,False,False,False,True,False,False
2,0,0,2,0,True,False,False,True,False,False,False,True,False,False
2,0,0,2,0,True,False,False,True,False,False,True,True,False,False
2,0,0,0,0,False,False,False,True,False,False,False,True,False,False
2,0,0,2,0,False,False,False,True,False,False,True,True,False,False
2,1,0,2,0,True,False,False,True,False,False,True,False,True,False
2,1,1,2,0,True,False,False,False,True,False,True,True,False,False
2,0,0,2,0,False,False,False,True,False,False,True,True,False,False
2,1,0,2,0,False,False,False,True,False,False,True,True,False,False
2,0,0,2,0,False,False,False,False,False,True,True,True,False,False
2,1,0,2,0,False,False,False,True,False,False,True,False,True,False
2,0,0,2,0,False,False,False,True,False,False,True,True,False,False
2,1,1,4,0,False,False,False,False,True,False,False,True,False,False
2,0,0,0,0,False,False,False,True,False,False,True,True,False,False
2,0,0,4,0,False,False,False,False,False,True,True,True,False,False
2,1,1,2,0,False,True,False,False,False,False,False,True,False,False
2,1,1,0,0,False,True,False,False,False,False,True,True,False,False
2,0,0,4,0,False,False,False,True,False,False,False,True,False,False
2,1,1,2,0,False,False,False,False,True,False,True,True,False,False
2,0,0,2,0,False,False,False,True,False,False,True,True,False,False
2,1,0,2,0,False,False,False,True,False,False,True,False,True,False
2,0,0,2,0,False,False,False,True,False,False,True,False,True,False
2,1,1,0,0,False,True,False,False,False,False,False,True,False,False
2,1,1,0,0,False,True,False,False,False,False,False,True,False,False
2,1,1,2,0,False,False,False,False,True,False,False,True,False,False
2,0,0,2,0,False,False,False,True,False,False,True,True,False,False
2,0,0,2,0,False,False,False,True,False,False,False,True,False,False
2,1,1,2,0,False,False,False,False,True,False,False,True,False,False
2,1,1,2,0,False,True,False,False,False,False,True,True,False,False
2,0,0,2,0,False,False,False,True,False,False,True,False,True,False
2,1,0,0,0,False,False,True,False,False,False,False,True,False,False
2,1,0,0,0,False,False,True,False,False,False,False,True,False,False
2,1,1,2,0,False,False,False,False,True,False,False,True,False,False
2,1,1,4,0,False,True,False,False,False,False,True,True,False,False
2,0,0,0,0,False,False,False,True,False,False,True,True,False,False
2,1,1,2,0,False,True,False,False,False,False,True,True,False,False
2,0,0,2,0,False,False,False,True,False,False,True,True,False,False
2,0,0,2,0,False,False,False,True,False,False,True,True,False,False
2,0,0,2,0,False,False,False,True,False,False,True,True,False,False
2,1,1,2,0,False,False,False,False,True,False,False,True,False,False
2,1,1,0,0,False,True,False,False,False,False,False,True,False,False
2,1,1,2,0,False,True,False,False,False,False,True,True,False,False
2,1,1,2,0,False,True,False,False,False,False,True,True,False,False
2,0,0,4,0,False,False,False,True,False,False,True,True,False,False
2,1,1,2,0,False,True,False,False,False,False,True,False,False,True
2,0,0,2,0,False,False,False,True,False,False,True,True,False,False
2,1,1,4,0,False,True,False,False,False,False,True,True,False,False
2,0,0,2,0,False,False,False,True,False,False,True,True,False,False
2,0,0,4,0,False,False,False,True,False,False,True,False,True,False
2,0,0,2,0,False,False,False,True,False,False,True,True,False,False
2,0,0,0,0,True,False,False,True,False,False,True,True,False,False
2,0,0,0,0,False,False,False,True,False,False,True,True,False,False
2,1,1,4,0,False,True,False,False,False,False,True,True,False,False
2,0,0,2,0,False,False,False,True,False,False,True,True,False,False
2,1,1,2,0,False,False,False,False,True,False,True,True,False,False
2,1,1,2,0,True,True,False,False,False,False,True,True,False,False
2,0,0,2,0,False,False,False,True,False,False,False,True,False,False
2,0,1,2,0,False,False,False,False,True,False,False,True,False,False
2,0,0,4,0,False,False,False,True,False,False,True,True,False,False
2,1,1,2,0,False,True,False,False,False,False,True,True,False,False
2,0,0,2,0,False,False,False,True,False,False,False,True,False,False
2,0,0,2,0,False,False,False,True,False,False,False,True,False,False
2,1,1,2,0,False,False,False,False,True,False,True,True,False,False
2,1,1,0,0,False,True,False,False,False,False,True,True,False,False
2,1,1,4,0,False,False,False,False,True,False,True,True,False,False
2,1,1,2,0,True,True,False,False,False,False,True,True,False,False
2,0,0,2,0,False,False,False,True,False,False,False,True,False,False
2,1,1,2,0,False,False,False,False,True,False,False,True,False,False
2,1,0,0,0,False,False,True,False,False,False,False,True,False,False
2,1,1,0,0,False,True,False,False,False,False,False,True,False,False
2,1,1,2,0,False,False,False,False,True,False,False,True,False,False
2,1,1,0,0,False,True,False,False,False,False,False,True,False,False
2,1,1,0,0,False,True,False,False,False,False,False,True,False,False
2,0,0,2,0,False,False,False,True,False,False,False,True,False,False
2,1,1,2,0,False,False,False,False,True,False,False,True,False,False
2,0,0,6,0,False,False,False,True,False,False,True,True,False,False
2,1,0,2,0,False,False,False,True,False,False,True,True,False,False
2,1,1,2,0,False,True,False,False,False,False,True,True,False,False
2,0,1,2,0,False,True,False,False,False,False,True,True,False,False
3,0,0,4,0,False,False,False,True,False,False,True,True,False,False
3,0,0,0,0,False,False,True,False,False,False,False,True,False,False
3,0,0,0,0,False,False,False,True,False,False,False,True,False,False
3,1,1,2,0,False,False,False,False,True,False,False,True,False,False
3,1,1,0,0,False,True,False,False,False,False,True,True,False,False
3,1,0,2,0,True,False,False,True,False,False,True,True,False,False
3,1,0,2,0,False,False,False,True,False,False,True,True,False,False
3,1,1,0,0,False,False,False,False,True,False,True,False,True,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,1,4,0,False,False,False,False,True,False,False,True,False,False
3,1,0,0,0,False,False,True,False,False,False,False,True,False,False
3,1,1,0,0,False,False,False,False,True,False,False,True,False,False
3,1,0,2,0,False,False,False,True,False,False,True,False,True,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,0,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,1,1,0,0,False,True,False,False,False,False,False,True,False,False
3,0,0,0,0,False,False,True,False,False,False,False,True,False,False
3,0,1,0,0,False,True,False,False,False,False,False,True,False,False
3,0,1,0,0,False,True,False,False,False,False,False,True,False,False
3,1,1,0,0,False,True,False,False,False,False,False,True,False,False
3,0,1,2,0,False,True,False,False,False,False,False,True,False,False
3,0,1,0,0,False,True,False,False,False,False,False,True,False,False
3,0,1,0,0,False,True,False,False,False,False,False,True,False,False
3,0,0,2,0,False,False,False,True,False,False,False,True,False,False
3,1,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,1,2,0,False,False,False,False,True,False,False,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,False,True,False,False
3,0,1,0,0,False,False,False,False,True,False,False,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,0,0,False,False,True,False,False,False,False,True,False,False
3,0,0,0,0,False,False,True,False,False,False,False,True,False,False
3,1,0,0,0,False,False,True,False,False,False,False,True,False,False
3,0,0,0,0,False,False,True,False,False,False,False,True,False,False
3,1,1,0,0,False,True,False,False,False,False,False,True,False,False
3,0,0,4,0,False,False,False,True,False,False,False,True,False,False
3,1,0,2,0,False,False,False,True,False,False,True,True,False,False
3,1,1,2,0,False,False,False,False,True,False,False,True,False,False
3,1,1,4,0,False,False,False,False,True,False,True,False,True,False
3,0,0,2,0,False,False,False,True,False,False,True,False,True,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,1,0,0,False,True,False,False,False,False,True,False,True,False
3,0,0,2,0,False,False,False,True,False,False,True,False,True,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,1,1,0,0,False,True,False,False,False,False,True,False,True,False
3,0,0,2,0,False,False,False,True,False,False,True,False,True,False
3,0,0,2,0,False,False,False,True,False,False,False,True,False,False
3,1,1,2,0,False,False,False,False,True,False,False,True,False,False
3,1,1,0,0,False,True,False,False,False,False,False,False,True,False
3,1,1,0,0,False,True,False,False,False,False,False,False,True,False
3,1,1,0,0,False,True,False,False,False,False,False,False,True,False
3,1,1,2,0,False,False,False,False,True,False,False,False,True,False
3,1,1,0,0,False,True,False,False,False,False,True,True,False,False
3,0,0,4,0,False,False,False,True,False,False,True,False,True,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,1,0,2,0,False,False,False,True,False,False,True,False,True,False
3,0,1,0,0,False,True,False,False,False,False,False,False,True,False
3,0,1,4,0,False,False,False,False,True,False,False,False,True,False
3,0,1,2,0,False,True,False,False,False,False,True,False,False,True
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,0,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,False,True,False
3,1,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,0,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,0,0,False,False,True,False,False,False,False,False,True,False
3,0,1,0,0,False,True,False,False,False,False,False,False,True,False
3,0,0,4,0,False,False,False,True,False,False,False,False,False,True
3,0,1,2,0,False,False,False,False,True,False,False,False,False,True
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,1,1,2,0,False,True,False,False,False,False,True,False,False,True
3,0,1,2,0,False,True,False,False,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,False,True,False,False
3,0,0,2,0,False,False,False,True,False,False,False,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,1,0,0,False,True,False,False,False,False,True,False,False,True
3,1,0,2,0,False,False,False,True,False,False,True,False,False,True
3,0,0,0,0,False,False,False,True,False,False,True,False,False,True
3,0,1,0,0,False,True,False,False,False,False,True,False,False,True
3,0,1,2,0,False,True,False,False,False,False,True,True,False,False
3,0,1,2,0,False,True,False,False,False,False,True,True,False,False
3,0,0,0,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,0,0,False,False,False,True,False,False,True,True,False,False
3,0,0,0,0,False,False,False,True,False,False,True,True,False,False
3,0,1,2,0,False,True,False,False,False,False,True,False,False,True
3,0,0,2,0,False,False,False,True,False,False,True,False,False,True
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,1,1,0,0,False,True,False,False,False,False,True,False,False,True
3,0,1,2,0,False,True,False,False,False,False,True,False,False,True
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,False,False,True
3,1,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,False,False,True,False
3,0,0,0,0,False,False,False,True,False,False,False,False,True,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,1,0,0,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,False,False,True
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,False,False,True
3,0,0,2,0,False,False,False,True,False,False,True,False,False,True
3,1,1,2,0,False,True,False,False,False,False,True,False,False,True
3,0,1,2,0,False,True,False,False,False,False,True,False,False,True
3,0,0,6,0,False,False,False,True,False,False,True,False,False,True
3,0,0,4,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,0,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,1,0,0,0,False,False,True,False,False,False,False,True,False,False
3,1,0,0,0,False,False,True,False,False,False,False,True,False,False
3,1,1,2,0,False,False,False,False,True,False,False,True,False,False
3,0,0,4,0,False,False,False,True,False,False,True,True,False,False
3,0,0,0,0,False,False,False,True,False,False,True,True,False,False
3,1,1,0,0,False,True,False,False,False,False,False,True,False,False
3,0,0,4,0,False,False,False,True,False,False,False,True,False,False
3,0,0,0,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,False,True,False
3,1,0,4,0,False,False,False,True,False,False,True,True,False,False
3,0,1,2,0,False,True,False,False,False,False,True,True,False,False
3,0,0,0,0,False,False,False,True,False,False,True,True,False,False
3,1,1,2,0,False,True,False,False,False,False,True,False,False,True
3,1,0,2,0,False,False,False,True,False,False,True,False,False,True
3,0,0,0,0,False,False,True,False,False,False,False,True,False,False
3,0,0,2,0,False,False,False,True,False,False,False,True,False,False
3,0,1,2,0,False,False,False,False,True,False,False,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,False,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,False,True,False,False
3,0,0,0,0,False,False,False,True,False,False,False,True,False,False
3,1,0,2,0,False,False,False,True,False,False,False,True,False,False
3,1,1,2,0,False,False,False,False,True,False,False,True,False,False
3,1,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,0,0,False,False,False,True,False,False,True,True,False,False
3,1,0,0,0,False,False,True,False,False,False,False,True,False,False
3,1,1,0,0,False,True,False,False,False,False,False,True,False,False
3,0,0,2,0,False,False,False,True,False,False,False,True,False,False
3,1,1,2,0,False,False,False,False,True,False,False,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,1,1,0,0,False,True,False,False,False,False,True,False,False,True
3,0,0,0,0,False,False,False,True,False,False,True,True,False,False
3,0,0,4,0,False,False,False,True,False,False,True,True,False,False
3,0,0,4,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,False,False,True
3,1,0,0,0,False,False,False,True,False,False,True,True,False,False
3,1,1,2,0,False,True,False,False,False,False,True,True,False,False
3,0,1,2,0,False,True,False,False,False,False,True,False,False,True
3,1,1,2,0,False,True,False,False,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,False,True,False
3,0,0,6,0,False,False,False,True,False,False,True,False,False,True
3,1,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,False,True,False,False
3,1,1,2,0,False,False,False,False,True,False,False,True,False,False
3,0,0,0,0,False,False,False,True,False,False,True,True,False,False
3,0,0,0,0,False,False,False,True,False,False,True,True,False,False
3,0,0,4,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,False,False,True,False
3,0,0,0,0,False,False,False,True,False,False,False,False,True,False
3,0,0,0,0,False,False,False,True,False,False,False,False,True,False
3,0,0,4,0,False,False,False,True,False,False,True,True,False,False
3,1,1,0,0,False,True,False,False,False,False,True,True,False,False
3,0,0,4,0,False,False,False,True,False,False,True,True,False,False
3,0,0,4,0,False,False,False,True,False,False,True,False,False,True
3,0,0,0,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,False,False,True
3,0,1,2,0,False,True,False,False,False,False,False,True,False,False
3,0,1,0,0,False,True,False,False,False,False,False,True,False,False
3,0,0,0,0,False,False,False,True,False,False,False,True,False,False
3,0,0,0,0,False,False,False,True,False,False,False,True,False,False
3,0,1,4,0,False,False,False,False,True,False,False,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,False,False,True
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,1,1,0,0,False,True,False,False,False,False,True,False,False,True
3,1,0,0,0,False,False,True,False,False,False,False,True,False,False
3,0,0,2,0,False,False,False,True,False,False,False,True,False,False
3,0,0,4,0,False,False,False,True,False,False,True,True,False,False
3,1,1,2,0,False,False,False,False,True,False,False,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,0,0,False,False,True,False,False,False,False,True,False,False
3,0,0,0,0,False,False,True,False,False,False,False,True,False,False
3,0,0,0,0,False,False,True,False,False,False,False,True,False,False
3,0,1,0,0,False,True,False,False,False,False,False,True,False,False
3,0,1,0,0,False,True,False,False,False,False,False,True,False,False
3,0,0,0,0,False,False,False,True,False,False,False,True,False,False
3,0,0,4,0,False,False,False,True,False,False,False,True,False,False
3,0,1,4,0,False,False,False,False,True,False,False,True,False,False
3,0,0,4,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,False,True,False,False
3,0,0,2,0,False,False,False,True,False,False,False,True,False,False
3,0,0,0,0,False,False,False,True,False,False,True,True,False,False
3,0,1,2,0,False,True,False,False,False,False,True,True,False,False
3,0,1,0,0,False,True,False,False,False,False,True,False,False,True
3,0,0,2,0,False,False,False,True,False,False,False,True,False,False
3,1,1,2,0,False,False,False,False,True,False,False,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,False,True,False
3,0,0,4,0,False,False,False,True,False,False,False,True,False,False
3,0,0,2,0,False,False,False,True,False,False,False,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,1,1,4,0,False,False,False,False,True,False,False,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,0,0,False,False,False,True,False,False,True,False,True,False
3,1,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,1,0,0,False,True,False,False,False,False,True,False,False,True
3,1,1,2,0,False,True,False,False,False,False,True,True,False,False
3,0,1,2,0,False,True,False,False,False,False,True,True,False,False
3,1,1,2,0,False,True,False,False,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,1,2,0,False,True,False,False,False,False,True,True,False,False
3,1,1,0,0,False,True,False,False,False,False,False,True,False,False
3,1,1,2,0,False,False,False,False,True,False,False,True,False,False
3,0,0,4,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,1,1,2,0,False,True,False,False,False,False,True,True,False,False
3,0,0,4,0,True,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,False,True,False
3,0,1,2,0,False,True,False,False,False,False,False,True,False,False
3,0,1,2,0,False,True,False,False,False,False,False,True,False,False
3,1,0,2,0,False,False,False,True,False,False,True,False,True,False
3,1,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,4,0,False,False,False,True,False,False,True,True,False,False
3,0,0,0,0,False,False,False,True,False,False,False,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,1,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,1,0,0,0,False,False,True,False,False,False,False,True,False,False
3,1,1,0,0,False,True,False,False,False,False,False,True,False,False
3,0,0,4,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,0,0,False,False,False,True,False,False,True,True,False,False
3,1,1,2,0,False,False,False,False,True,False,False,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,1,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,1,2,0,False,True,False,False,False,False,False,True,False,False
3,0,1,2,0,False,True,False,False,False,False,False,True,False,False
3,1,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,0,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,1,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,1,1,0,0,False,True,False,False,False,False,False,False,True,False
3,1,0,2,0,False,False,False,True,False,False,False,False,True,False
3,0,0,0,0,False,False,False,True,False,False,True,False,True,False
3,0,0,2,0,False,False,False,True,False,False,True,False,False,True
3,0,0,4,0,False,False,False,True,False,False,True,True,False,False
3,0,1,2,0,False,True,False,False,False,False,False,True,False,False
3,0,0,2,0,False,False,False,True,False,False,False,True,False,False
3,1,1,0,0,False,True,False,False,False,False,False,True,False,False
3,1,0,2,0,False,False,False,True,False,False,False,True,False,False
3,1,1,2,0,False,False,False,False,True,False,False,True,False,False
3,0,1,0,0,False,True,False,False,False,False,False,True,False,False
3,0,0,0,0,False,False,False,True,False,False,False,True,False,False
3,0,1,2,0,False,False,False,False,True,False,False,True,False,False
3,1,0,2,0,True,False,False,True,False,False,True,False,True,False
3,0,1,2,0,False,True,False,False,False,False,True,True,False,False
3,1,1,2,0,False,True,False,False,False,False,True,True,False,False
3,1,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,1,0,2,0,False,False,False,True,False,False,True,False,True,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,False,True,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,1,2,0,False,True,False,False,False,False,True,True,False,False
3,0,1,4,0,False,True,False,False,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,False,True,False,False
3,0,1,2,0,False,False,False,False,True,False,False,True,False,False
3,1,0,2,0,False,False,False,True,False,False,False,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,False,True,False,False
3,0,1,2,0,False,False,False,False,True,False,False,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,1,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,4,0,False,False,False,True,False,False,True,True,False,False
3,1,1,2,0,False,True,False,False,False,False,True,True,False,False
3,1,0,2,0,False,False,False,True,False,False,True,True,False,False
3,1,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,1,2,0,False,True,False,False,False,False,True,False,False,True
3,0,0,2,0,False,False,False,True,False,False,True,False,True,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,1,1,0,0,False,True,False,False,False,False,True,False,False,True
3,0,1,2,0,False,True,False,False,False,False,True,False,False,True
3,0,0,2,0,False,False,False,True,False,False,False,True,False,False
3,0,1,0,0,False,False,False,False,True,False,False,True,False,False
3,0,0,4,0,False,False,False,True,False,False,True,True,False,False
3,1,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,True,False,False,True,False,False,True,True,False,False
3,1,0,0,0,True,False,True,False,False,False,False,True,False,False
3,1,1,2,0,True,False,False,False,True,False,False,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,1,1,2,0,False,True,False,False,False,False,True,False,False,True
3,0,0,0,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,1,1,0,0,False,True,False,False,False,False,True,False,True,False
3,1,1,0,0,False,True,False,False,False,False,False,False,True,False
3,1,0,2,0,False,False,False,True,False,False,False,False,True,False
3,1,1,0,0,False,False,False,False,True,False,False,False,True,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,1,0,0,0,False,False,True,False,False,False,False,False,True,False
3,1,1,0,0,False,True,False,False,False,False,False,False,True,False
3,0,1,2,0,False,True,False,False,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,1,1,0,0,False,True,False,False,False,False,True,True,False,False
3,1,1,2,0,False,True,False,False,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,4,0,False,False,False,True,False,False,True,True,False,False
3,1,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,False,True,False
3,1,1,2,0,False,True,False,False,False,False,True,True,False,False
3,0,0,6,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,1,1,2,0,False,True,False,False,False,False,True,True,False,False
3,1,0,0,0,False,False,True,False,False,False,False,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,4,0,False,False,False,True,False,False,False,True,False,False
3,0,1,2,0,False,True,False,False,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,1,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,1,2,0,False,True,False,False,False,False,True,True,False,False
3,0,1,2,0,False,True,False,False,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,0,0,False,False,False,True,False,False,True,True,False,False
3,1,1,2,0,False,False,False,False,True,False,True,True,False,False
3,0,0,0,0,False,False,True,False,False,False,False,True,False,False
3,0,0,0,0,False,False,True,False,False,False,False,True,False,False
3,0,1,0,0,False,True,False,False,False,False,False,True,False,False
3,0,1,0,0,False,True,False,False,False,False,False,True,False,False
3,0,1,2,0,False,False,False,False,True,False,False,True,False,False
3,0,0,0,0,False,False,True,False,False,False,False,True,False,False
3,0,0,0,0,False,False,True,False,False,False,False,True,False,False
3,0,0,0,0,False,False,True,False,False,False,False,True,False,False
3,0,0,0,0,False,False,False,True,False,False,False,True,False,False
3,0,0,0,0,False,False,False,True,False,False,False,True,False,False
3,0,1,4,0,False,False,False,False,True,False,False,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,0,0,False,False,False,True,False,False,True,True,False,False
3,0,0,2,0,False,False,False,True,False,False,True,True,False,False
3,0,0,0,0,False,False,True,False,False,False,False,True,False,False
3,0,1,0,0,False,True,False,False,False,False,False,True,False,False
3,0,1,2,0,False,False,False,False,True,False,False,True,False,False
